seg_id,time_to_failure
seg_00030f,3.490205916488555
seg_0012b5,4.5441316354645265
seg_00184e,5.60681203114731
seg_003339,8.761432226010548
seg_0042cc,7.066818808704703
seg_004314,1.828015687989654
seg_004cd2,7.878516979569406
seg_004ee5,3.9325101326815384
seg_004f1f,3.9259870430948176
seg_00648a,2.73946397844414
seg_006e4a,2.5717415891847906
seg_007a37,3.7160705037071113
seg_00a37e,3.906341737438904
seg_00be11,2.83663830769863
seg_00c35b,7.950750205100137
seg_00cc91,3.913982737442741
seg_00e5f7,5.796545453688555
seg_00f3b9,2.1441474957116453
seg_010eab,6.209983374409922
seg_0125d9,4.612936733051974
seg_0144cb,5.1858376094795275
seg_0165c6,9.385363327787083
seg_016913,3.0400357506261195
seg_016cdb,4.1632290217724615
seg_017314,5.580482150306243
seg_01a8dc,3.6317114457058826
seg_01c775,6.370777686432029
seg_01ecb0,3.2572544018875513
seg_02042f,2.2637743085311666
seg_025e78,5.000507606391073
seg_032822,4.009302739949167
seg_0339ca,4.577240968305224
seg_037461,2.7694432565884233
seg_038879,8.172010762699848
seg_03d386,2.167409884107826
seg_03d63e,4.057166218038259
seg_03d680,8.911176847030687
seg_03f380,3.267878454328947
seg_0445d7,5.609413579488303
seg_046c28,1.8025774419371792
seg_0488a1,6.714621841131773
seg_049957,8.717337589422746
seg_04a696,8.028290229749825
seg_04ae38,4.524935608888221
seg_04b87a,8.739127104208716
seg_04cceb,7.646092597141868
seg_04ee93,8.236348791058614
seg_04fd93,6.51009430013222
seg_0536c9,3.159921952137062
seg_055127,6.2299906093760535
seg_05a1b0,3.6982160956944337
seg_05a4ad,7.042817279830945
seg_05b66a,8.937295221500134
seg_05bef4,2.137244408215072
seg_05e0d7,3.8076571484212494
seg_05f126,8.09455924958676
seg_05f9d6,6.805388475456877
seg_060ce4,1.919584282486109
seg_061a33,8.012701460975604
seg_0620e6,5.678487335362734
seg_063865,5.672319637668193
seg_065588,3.668250315828252
seg_06893f,2.732381419364544
seg_06b8c9,4.884658817614102
seg_06bbc5,2.8757262160389043
seg_06d4a2,3.4756428635904437
seg_06d7ba,3.563260730935956
seg_070bb0,1.8459850010494037
seg_071067,2.623100064259683
seg_073696,10.024591799470558
seg_075340,4.1691426020919025
seg_075f77,2.893224543253161
seg_0775a7,2.7385285416604797
seg_077b7e,4.950599842787175
seg_079e34,4.435590498965362
seg_07c815,3.9548498032645094
seg_07cd72,5.299086547118212
seg_07f37c,3.381421923628759
seg_07f8df,4.247432115523844
seg_07fc6d,8.044721933155303
seg_086a61,8.801348277767763
seg_0870ab,4.257623662478071
seg_0879a8,7.964536642559195
seg_08b136,8.85561486241089
seg_08f441,3.355718479511135
seg_08fd5b,3.7815233171846763
seg_091c9d,8.566433267901655
seg_093a0a,7.118076456200286
seg_0968f1,6.426034018667452
seg_0981f3,2.3509351359336517
seg_09dd59,7.6754195942198375
seg_09ed4e,10.066795474382976
seg_09f0ff,4.003896532479148
seg_0a0fbb,10.53148302575774
seg_0a1bd0,5.8653327150691235
seg_0a42ba,8.920805560943583
seg_0a45a1,2.959227763306938
seg_0a97c4,5.855503095299258
seg_0aa0fb,6.4708142584695105
seg_0b07c7,5.101887701841312
seg_0b082e,8.500057486715006
seg_0b32f7,2.902072249340269
seg_0b3b94,5.1471631407689955
seg_0b48c4,3.216217778494959
seg_0b4b24,2.7834278455986894
seg_0b54ac,3.3781842295627746
seg_0b76f5,8.519856623404136
seg_0b9ad8,7.310365464044377
seg_0b9ba3,8.281389953836625
seg_0ba210,9.69236363990094
seg_0ba585,3.412067845910661
seg_0bb5fd,5.048937273446001
seg_0bc877,2.0631256713068145
seg_0be6ee,2.174604188079763
seg_0c12cc,8.059616479137294
seg_0c1d3a,3.4829909870355187
seg_0c247b,6.815233229252243
seg_0c3943,2.753466610284369
seg_0c4e31,2.1911551987710265
seg_0c74cf,2.2986225653393966
seg_0c8502,8.456693805672735
seg_0c89ce,6.726785392101887
seg_0c9aa8,9.38589106076415
seg_0cb81b,2.3741168904450047
seg_0cca14,3.574852332793199
seg_0cdcc8,2.4169667907874692
seg_0cf651,3.278866911208215
seg_0d0250,3.438824842166627
seg_0d04b9,5.8604034859440315
seg_0d13a7,3.4132414180938575
seg_0d434c,8.940798670096335
seg_0d540e,3.049726984998412
seg_0d663a,7.960076999339785
seg_0d6d68,4.355993118214793
seg_0d762e,6.608809596391191
