num_peaks_mfcc_0,num_peaks_mfcc_1,num_peaks_mfcc_10,num_peaks_mfcc_11,num_peaks_mfcc_12,num_peaks_mfcc_13,num_peaks_mfcc_14,num_peaks_mfcc_15,num_peaks_mfcc_16,num_peaks_mfcc_17,num_peaks_mfcc_18,num_peaks_mfcc_19,num_peaks_mfcc_2,num_peaks_mfcc_3,num_peaks_mfcc_4,num_peaks_mfcc_5,num_peaks_mfcc_6,num_peaks_mfcc_7,num_peaks_mfcc_8,num_peaks_mfcc_9
335.8290762028599,29.954070161380763,5.097501604007855,4.041877565967933,-1.2546839813237631,-0.5553728166899339,4.854245838700798,9.124418523233562,5.328577556630652,0.6370725961533861,0.852210290570998,4.200305386849341,-26.071575126576466,-14.941961949567094,-8.485906667577819,8.079488829204347,2.1451880953148694,0.04394758019008729,-2.10492041814949,3.596284763239415
338.1018965815367,30.855685325897202,5.5704557254905485,4.740188076108731,-0.9031323014118132,-0.9654054173582605,4.7656701675974125,9.037617541747622,5.430070597119357,0.4503437518164896,0.18942320833432913,3.0712434185468283,-26.436081560321657,-14.346850181010128,-7.851028872899286,8.52546892568595,2.2156059568000916,0.1918132057136719,-2.1391609696298213,3.0064733324250223
344.5701784365743,36.21690701916965,5.539833626064136,4.24351526929474,-1.477917197271541,-1.400549175707218,4.42827184152936,9.199543210945869,5.347818096561614,0.5027055344228982,-0.01749568147613948,3.1564997828012262,-26.968076006225093,-16.843246782474836,-8.786681862828702,8.285754680671594,1.2505004426332995,-0.8925049803708119,-2.4476519611995244,3.4289723128641545
339.9970250991167,33.14834082827763,5.242256955272784,5.157668913416793,-0.27504012888168855,-0.39647606291536847,4.033184694361138,8.087921535246801,5.044155999614004,0.4634500599482813,0.5008520849262158,3.538084297576973,-25.5977151603637,-14.637365789573018,-7.79211056716565,8.429173918506724,1.6007267031632175,-1.1817574937104798,-2.7600580235604184,3.049213120982023
340.7983531959828,34.114977771493955,4.46923558902511,4.34231578087298,-0.1794197633074382,-0.13227248362995545,4.661075025242471,8.106548442333143,4.677337148421039,0.1767047170321075,-0.13864098763014462,2.83710461293581,-25.007629483310957,-13.43288021513621,-7.5139094720318305,7.31200742060872,0.8803853956064366,-0.6695055459890591,-2.162967889588481,2.875987461853366
338.73803607897105,31.73410882703872,5.638337563226179,5.239983307436237,-0.6049896599394277,-0.6501106546283342,4.345144837557965,9.120572599841044,5.309574238228487,0.6725191582117289,0.03196007454799228,3.298187826570161,-27.077188525813032,-16.149615499354674,-8.552433402616186,8.257109733599135,2.4452929961563945,0.950386709820024,-2.071371267119099,2.7775278057636426
340.4790262934075,32.86308907194049,5.261708122462343,4.3261230683266865,-1.2882617993191972,-1.0905388809982115,4.482068945810494,9.202048578046988,5.861406918169347,1.0283922745583458,0.41315881488063366,3.2540602015406064,-27.65944782994367,-16.613259442916423,-8.160104571338662,8.977327344168701,1.878004024827807,-0.08586801522343564,-1.4149267557049126,3.4270279509812434
335.9664042449456,29.867733546654172,5.217872561717465,4.164786699597435,-0.5332730257673063,-0.5610754972665646,4.073113979082352,7.886057311728306,4.826890806859793,0.6342747493134235,0.4060906519657547,3.6091063075171603,-24.92942658050546,-12.140857944527705,-7.323221719198139,7.007412645972951,1.1436618086477095,-0.14809414896968354,-2.185840115386919,3.202382304402761
347.38121796600393,37.84608484102381,5.032762647306295,4.376798751596038,-1.0715309798934878,-0.7959212223358938,5.033259240919855,9.341044652977095,5.0480979444990055,0.283384752288656,0.30169642668482277,3.573142733987011,-28.41363412417499,-17.861009577167955,-8.517049139154961,8.464490401623012,1.5047750698106488,-1.1243014833385638,-3.785248547498243,1.9098662375835669
342.93229212692546,34.91931061180739,4.925683235104393,4.025483451828874,-1.5393348930730635,-1.5190790214063568,5.005095743462694,9.545481861213425,5.471630832261355,0.37967061972995086,0.09478435961414797,3.4626656450081503,-27.38649014760136,-16.13619595750951,-8.41019338768497,7.639633284998421,1.2248421052457799,-0.04941896675497263,-2.6155877051746743,1.9966852204188787
338.07156660306157,31.68425857972714,5.928245124460243,5.085772625749008,-0.5160199087358994,-1.0099500210198324,4.191628740859989,8.786889524153624,5.283326154983178,0.37706019904542126,0.22614782615009552,3.621630360951154,-26.346061759235937,-15.381001233444577,-8.505028002606752,8.053357466910665,1.8158063179278592,-0.6808056786316607,-2.3233304019480636,3.4354657612242243
352.6221694623694,41.808356094330016,4.302044262072521,4.268381829047454,-1.0103029423983163,-1.2252077032877153,4.365694135672389,8.85937531127382,4.891304144830176,-0.011665234356646445,-0.08257138452126647,3.33847364603856,-27.969119149645433,-19.327502556194734,-9.941369667036298,7.810239313996815,0.8918692281646385,-1.7819495488745702,-4.052724004843145,1.6017174749347525
348.2115860127555,38.35478369870566,4.707993675355848,4.188950430218526,-0.6704121234302237,-0.792226135108228,4.111698491423838,8.032927745952318,5.12436757651751,0.5803277985014759,0.20258595868913662,3.613015457906983,-27.725262330593843,-17.620109015098116,-10.22846867311366,7.026754944906212,0.9688204951801912,-0.6426220579941122,-2.6764019176916105,2.3492124832800227
340.6839778519819,33.34400078949988,5.729984060214602,5.017868962427772,-0.6227705571678879,-0.6696309893890047,4.534539102739981,8.981004448842866,5.419856158763741,0.9520248954752382,0.34772387515355757,3.303502635784912,-27.164366238841293,-16.689080612859577,-8.513270646426013,8.298728281888708,1.9585359257578532,-0.4359114951808121,-2.5917985119525087,3.2487437819601332
