num_peaks_mfcc_0,num_peaks_mfcc_1,num_peaks_mfcc_10,num_peaks_mfcc_11,num_peaks_mfcc_12,num_peaks_mfcc_13,num_peaks_mfcc_14,num_peaks_mfcc_15,num_peaks_mfcc_16,num_peaks_mfcc_17,num_peaks_mfcc_18,num_peaks_mfcc_19,num_peaks_mfcc_2,num_peaks_mfcc_3,num_peaks_mfcc_4,num_peaks_mfcc_5,num_peaks_mfcc_6,num_peaks_mfcc_7,num_peaks_mfcc_8,num_peaks_mfcc_9
335.47955286913754,29.9301670342721,4.98848133153127,4.027130697453279,-1.279005900622474,-0.6225968212757139,4.887509612096373,9.309631070810049,5.512790236525501,0.6489311814919121,0.7717112995366777,4.140708065084331,-26.059793136557865,-15.59065621848989,-9.095240808044455,8.055395658839249,2.231169920332939,0.06101491196736228,-2.1688562799517634,3.4183627436394834
337.9025747575328,31.488249299399747,5.566630118339129,4.688032767984042,-1.1607063983474935,-1.1375110551793925,4.9247457927796985,9.242087042585824,5.695142355891723,0.5242498704328524,0.09948394068601647,3.1666150590515776,-26.48569445719691,-15.900724882696355,-8.735774912897826,8.413492321566789,1.956923797641597,-0.28173112338490147,-2.5651441048599106,2.9166376458522554
343.82938441743664,36.759748845839034,5.663886957851652,4.515037665353838,-1.8583687735074415,-2.03502724336843,4.5435530133434385,10.002205990147814,5.620198684369731,0.06506805667098134,-0.21796551539228098,3.33323409216526,-26.483961968526412,-18.80693923488815,-10.65537438297384,7.9086697735415,1.2389125302581665,-1.3046268513240042,-3.276668606512574,2.8601686635620305
339.50314301100497,33.669716449392,5.022516978335874,5.169209844700466,-0.627572282916514,-0.8082613219850363,4.31325855609043,8.724784353935117,5.241188614078741,0.18788856820647817,0.30910719020132316,3.658661502295212,-25.56514799613557,-16.178479545731978,-8.856247484134704,8.200400975636095,1.570409928174517,-1.6396943003859519,-3.5776537974159655,2.3712763616432064
339.98561106744364,34.58752475861691,4.576152551019833,4.696262335464494,-0.22197610574208512,-0.36087258344647966,4.7870258855807,8.698368059067,5.114833443426398,0.1533302958972047,-0.22398660219253214,2.9424225012741405,-24.847405054768927,-15.711422190416242,-9.328483228151049,6.991182611429579,0.6625469829713563,-1.131485717103885,-2.9549467359408776,2.2369072715528633
338.3707860717514,31.721152311557773,5.649149691623035,5.500433240700608,-0.39424095679413973,-0.7892177032212562,4.267253804501384,9.33847047471268,5.498871139184814,0.6256792743424061,0.03803537883715512,3.5339295132989275,-27.283886254392076,-17.120954754644927,-9.24154076749262,8.044648656739819,2.4968559839264537,1.0168889393012273,-2.3533726580988805,2.5201940797174505
339.90971077209497,32.74844216115105,5.246736294279829,4.564613715769627,-1.2959342669580665,-1.385213878410481,4.414564631771756,9.517169128990679,5.9532152285735025,0.7203503211873586,0.1458764774315321,3.345110896823304,-27.811822086621856,-17.63361631466439,-8.963131724002245,8.856400180722936,1.956622621387365,-0.16878562879884437,-1.7261636235672504,3.1210796925775455
335.2444503901176,30.243401916581988,4.824353483964747,4.199333583395453,-0.7838589756558757,-1.1404738223780817,3.7995975326539058,8.312821009976366,5.303045864298746,0.5595538733429155,0.21738016967049362,3.7017572865501576,-24.90114580000281,-13.938713085487766,-8.141134822103671,7.150502295589476,0.7031955006059437,-0.5087527496306062,-2.440849855030042,2.598889090635033
346.3568531440414,38.740726106310404,4.914182116145858,4.454713430514395,-1.3162814536276675,-1.357114054628808,5.135519229349582,9.957414464809077,5.274542323274817,-0.008431555229639388,0.08974675392027297,3.488587465167955,-28.127374514467363,-20.429408604533688,-10.206080549960431,8.332048191728942,1.3601213847302385,-1.7765470599912394,-4.452340470288596,1.4683121135283173
342.20579773768134,35.224416820398844,4.8115306159080875,4.133062483020095,-1.715885479773032,-1.8789401104268575,5.066024407596599,10.219323721545642,5.983642533287708,0.2276452041073855,-0.11887412832943695,3.5640049678342507,-27.485179823059383,-18.111671410996877,-9.787006058428558,7.347878250019314,0.9636810303692617,-0.47962699254588803,-3.11955656632116,1.5177234504620323
