mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,time_to_failure
423.01479423597374,41.30365471212052,7.336211712758059,8.769244317029733,1.3657070855541706,-1.4022101126884703,-4.75337348095224,-6.096420736681151,-6.509964176592726,-5.754576051951467,-4.737269581289479,-3.2388830456660096,-1.6953589288404984,-0.5296461898644902,0.49373687535977834,1.4908580227326915,1.7423888866224624,2.403944686371163,2.8553662808331515,2.064844146854834,1.7018144499371664,1.0489250331198359,-0.04633470329938288,-0.3724588783636902,-0.8295652825784219,-0.6335810174942346,-0.30366539266970516,0.6100450062321209,1.4943309644942275,2.426040155960487,2.5303109043145677,3.2106778040307367,3.1151531619174477,2.4852570149033935,1.8925333388121661,1.2426455145645097,0.40053781171478897,0.0477317806836103,0.04078565326390209,-0.21060441023318902,1.4307971859
424.14042736240606,42.474985551330555,8.029514663483674,8.972167546434926,1.8234612606629883,-1.801073799057335,-5.020971649827968,-6.194351651887366,-6.893685050974148,-5.490624112723177,-4.6304865023374235,-3.2729889294427026,-1.8218009782176559,-0.6885453060325882,0.4122406892770174,1.3224212069244823,2.0241080999348675,2.5377328255620024,2.989898129416318,2.331051923466459,1.4515688960149102,0.6275252578767446,0.20508215000877716,-0.5707256722155573,-0.9718471800188845,-0.91037101424178,-0.6289366613715544,0.28388343360204205,1.454591227550263,2.222455965993249,2.809819288598222,3.1034116443418363,3.2120804425519984,2.7056835465878266,1.6916576979727578,1.5667556185228262,0.503882437058305,-0.04599326999753282,-0.2904054499777326,0.14206758405407088,1.3914988931
426.44636228868364,45.14157097286284,10.406584607890014,11.084976548429793,2.9957366529201197,-1.072200339420044,-5.192232259281391,-6.729003098915541,-7.062206182923029,-6.747796099880362,-5.228336141053325,-3.6586731579392944,-2.229962484993704,-0.900641882662405,-0.01226474208517987,1.1242869696664577,1.8223732263540988,2.313104957291743,2.545200045250748,2.382842643078477,1.4535262914570382,0.7821346263560646,-0.31444507618809653,-1.3274009948745857,-1.523757736263544,-1.3328236397235387,-0.7382654412756551,0.11778106243975998,1.2667792684032417,2.366862274242016,3.2599450634310836,3.230987258062748,3.004168074349594,2.770866564083008,1.825285805671979,1.2643270063199783,0.6348507513569592,0.15235453234772997,-0.45475905245086023,-0.3262932602433148,1.3531960947
424.51768107407605,43.15018461019111,9.201214282506841,9.794354488327592,2.077679037238463,-0.9388609139763888,-4.540891733444015,-6.46791508455952,-6.849242843148398,-5.54172254715314,-4.8439639374524,-3.163279649298752,-1.582083798711216,-0.5270528948366416,0.26907882662677096,1.5125469047830837,2.0941337970332428,2.2071520470236834,2.8461726936073934,2.2358197270985656,1.5887287648183848,0.6915902882059332,-0.19830549097648284,-0.7742296264140993,-1.1211928554569868,-1.188021884954437,-0.9235354959570298,-0.044037307353781384,0.6837926200889033,2.085621338569736,2.709698655472635,3.052024649301527,2.8888741779433214,2.712308148554685,1.8108960979894217,1.1833497093851337,0.8414233559869962,0.11737179193718246,0.0023252699979710045,0.1126447543993324,1.3137978019
424.53495150493904,43.579292561236144,9.4544339014109,10.001128428846652,2.574124173666945,-1.0468270202403513,-4.300855460533234,-5.860740070552694,-6.3082861101480985,-5.407338062060957,-4.223302456096166,-3.1037398355020636,-1.636266412625057,-0.7475208272746371,0.06118622522363283,0.6615963897354247,1.6391405813086706,2.339770990244027,1.9361050865146208,1.848457672604172,1.3942229980478285,0.6660181515969815,0.10892125115994968,-0.8955250992069914,-1.1506097280923024,-1.2765625127657454,-0.5678748578342468,0.10277264273040862,1.0025264656209025,1.8681856692592913,2.2794093471210792,2.7071130890126374,2.7550846422977653,2.529385193062318,1.7400671790402595,1.3529959942137069,0.3285693563817166,0.5703928409037737,0.16556919344600307,-0.14312347153311902,1.2743995091
424.3129834265989,42.62196777429609,8.403635164995151,9.378480312222457,1.2394228723814626,-1.863094886706847,-5.733914693124169,-6.293458173724254,-6.49038453461303,-5.931319117601155,-4.984661665092315,-3.5484396386362724,-2.2174663356839397,-1.0886593436713652,0.02678468467474551,0.8268416928159198,2.043528601001147,2.767167336008259,2.633848031706689,2.6874660285522505,1.9344650260601923,1.290167545971529,0.4629208865553061,-0.551488024610371,-0.8224374660296458,-0.6252151302293211,-0.6311228894384447,-0.03720855341627151,1.2137313484175867,2.3575798986520193,2.6318074329821877,3.1665561584634574,3.4554972990806823,2.9597205420379105,2.089942941090413,1.2707812959619913,0.8587893225038796,0.41600041967622686,0.07631467775784685,-0.09243559082840283,1.2360967107
425.07108125139143,43.49388977003589,9.02736490087089,9.393321219197013,1.9444648968071614,-1.9421129677742441,-5.7277525394984234,-7.347242278209687,-6.960771063344628,-6.4424290470941985,-4.562038068891343,-3.394811083757541,-1.6959082085599047,-0.8201377833396508,0.4041706711956255,1.0353863816405322,1.9583654152552896,2.4148479874089515,2.571957090702037,2.4115192036225213,1.831160868252399,1.0743416909677725,0.2612732351108946,-0.6075596619205891,-0.9108145805390535,-0.6807309965325286,-0.4373749717148357,0.33106222147899567,1.408152517412739,2.4538968837758364,2.9956555440417474,3.129688371155589,3.1654842779279533,2.8790443124886513,1.946219023047499,1.1853298969944734,0.898393172590166,0.25601410766027294,-0.05986628098858238,-0.3758677928317511,1.1967984179
422.77832435372557,41.19179442218378,7.436923476891203,8.573731156168606,1.7276892772522903,-1.7219150832190393,-4.510123908498582,-5.660732926752311,-5.599995113516753,-5.099632980634889,-4.01650596339918,-2.6810950325269554,-1.2645278720360407,-0.7283458357039844,0.3251815470710913,1.210757488252214,1.8784970133974161,2.0353638089156934,1.8929169973536786,2.1750465680329536,1.294759610328031,1.1689398745839905,0.14542954933610097,-0.5475832225877462,-0.8898641791063651,-1.0981369055297552,-0.7682894194990775,0.38899656247613784,1.3373153372618667,2.0459247347171847,2.6325278139377692,2.849440601369207,2.8172360972945354,2.6431641800393315,1.9459497808121662,1.3245424007357776,0.8768422508560415,0.08664315836304841,-0.13841464608454385,-0.07079551072262043,1.1584956195
427.129332222858,46.65621197206246,11.876384597571047,11.453733696596622,2.8180819790255986,-1.8151333261781633,-5.743874107031515,-7.241484759091967,-7.51961660682497,-7.003687145778629,-5.5362556448194225,-3.7589644616635614,-2.4484074893878316,-0.8471293834984104,-0.1314310895795106,1.2119925600587516,1.9050358013228754,2.606139867405124,2.6151861147289424,2.5964367257776217,1.7757897525445854,0.5419767775602305,-0.7895728205536601,-1.5424918588656809,-1.4690408117274376,-1.6772282540507626,-0.7060158968529068,-0.17255394709347716,0.9924870199923413,1.8187276572884958,2.3970405972375457,2.709940102676248,2.9432724374252386,2.3857542283116593,1.7557257856697657,1.0791418868893525,0.12015391959451972,-0.05047972408950027,-0.641411368552093,-0.2072980187909916,1.1190973267
425.72667373032124,44.85753690087073,10.198277614776712,10.11409723486893,2.588690738763242,-2.1844708651046596,-5.4552444410608,-6.598035782870021,-6.603238140733589,-6.0960114897452895,-4.660328327404382,-3.5020703532098487,-2.1401784449221988,-1.4706065122188465,-0.04236498415551965,0.900588167732071,1.5321238692669397,2.490288237240065,2.480062436059929,2.688882518011214,1.8711882144979115,0.43946681391047265,0.14896951989712842,-0.9290961097092204,-1.4493833816105481,-1.1848823407842433,-0.808606913329057,0.29673427575541705,1.036523590279769,2.1143986551283454,2.6400105182826343,3.292324925842496,3.1414499753848237,2.404228200658496,1.7967695565736517,1.0296067840392107,0.45322134477733605,-0.04445245003851628,-0.7558017507674268,-0.3654681019490318,1.0796990339
