seg_id,time_to_failure
seg_00030f,3.4780958890914917
seg_0012b5,5.1535250544548035
seg_00184e,5.767931520938873
seg_003339,9.506349802017212
seg_0042cc,6.768300294876099
seg_004314,1.8046159446239471
seg_004cd2,8.876668095588684
seg_004ee5,4.682241201400757
seg_004f1f,4.797306656837463
seg_00648a,2.6231351792812347
seg_006e4a,2.7779215276241302
seg_007a37,4.396438181400299
seg_00a37e,3.2587632834911346
seg_00be11,2.9564861059188843
seg_00c35b,8.190873503684998
seg_00cc91,3.8025641441345215
seg_00e5f7,5.703161895275116
seg_00f3b9,2.8713258802890778
seg_010eab,7.136728644371033
seg_0125d9,4.9165303111076355
seg_0144cb,4.632187366485596
seg_0165c6,9.214313745498657
seg_016913,3.4861470758914948
seg_016cdb,5.3921316266059875
seg_017314,6.617653071880341
seg_01a8dc,4.000465989112854
seg_01c775,8.244869709014893
seg_01ecb0,3.6511040925979614
seg_02042f,2.485125571489334
seg_025e78,4.845424950122833
seg_032822,4.13870632648468
seg_0339ca,6.112682402133942
seg_037461,4.08402606844902
seg_038879,7.373671650886536
seg_03d386,2.2857514172792435
seg_03d63e,4.1407310962677
seg_03d680,9.50811243057251
seg_03f380,3.012308418750763
seg_0445d7,6.346668720245361
seg_046c28,2.424291670322418
seg_0488a1,5.940910756587982
seg_049957,9.596720218658447
seg_04a696,8.245969772338867
seg_04ae38,4.238212525844574
seg_04b87a,9.004326939582825
seg_04cceb,8.440124750137329
seg_04ee93,7.669370174407959
seg_04fd93,6.226261496543884
seg_0536c9,3.7867774963378906
seg_055127,6.472744286060333
seg_05a1b0,4.263023376464844
seg_05a4ad,6.171865522861481
seg_05b66a,9.080368399620056
seg_05bef4,2.8173757791519165
seg_05e0d7,5.233407735824585
seg_05f126,9.053806185722351
seg_05f9d6,7.103804588317871
seg_060ce4,2.471204787492752
seg_061a33,9.09917688369751
seg_0620e6,7.015834331512451
seg_063865,7.175782680511475
seg_065588,4.085608661174774
seg_06893f,2.469565361738205
seg_06b8c9,4.532747864723206
seg_06bbc5,3.7756844758987427
seg_06d4a2,3.3195438981056213
seg_06d7ba,2.7150684595108032
seg_070bb0,2.5400700867176056
seg_071067,2.623683422803879
seg_073696,9.826403498649597
seg_075340,4.913426160812378
seg_075f77,3.2101625204086304
seg_0775a7,3.1062710881233215
seg_077b7e,4.740375399589539
seg_079e34,4.026576370000839
seg_07c815,3.509192556142807
seg_07cd72,4.701446771621704
seg_07f37c,4.018940091133118
seg_07f8df,4.728490650653839
seg_07fc6d,8.453575849533081
seg_086a61,9.208691239356995
seg_0870ab,5.093382179737091
seg_0879a8,8.659368753433228
seg_08b136,7.9069249629974365
seg_08f441,3.976536810398102
seg_08fd5b,4.791040360927582
seg_091c9d,10.029348015785217
seg_093a0a,7.895716190338135
seg_0968f1,8.564971327781677
seg_0981f3,2.511143445968628
seg_09dd59,7.134666204452515
