seg_id,time_to_failure
seg_00030f,3.3913581398382466
seg_0012b5,4.796422797413364
seg_00184e,5.718785265665041
seg_003339,9.252316272726672
seg_0042cc,6.802911530217632
seg_004314,1.8066062528286453
seg_004cd2,8.726760326861573
seg_004ee5,4.448348207164054
seg_004f1f,4.524280751923294
seg_00648a,2.59274331596013
seg_006e4a,2.710770717339964
seg_007a37,4.380586689790034
seg_00a37e,3.37970410130371
seg_00be11,2.8947413945128626
seg_00c35b,8.060983046364207
seg_00cc91,4.0424508318842856
seg_00e5f7,5.652275113771481
seg_00f3b9,2.797068641822284
seg_010eab,6.98056447977005
seg_0125d9,4.553872414866716
seg_0144cb,4.574184918666089
seg_0165c6,9.603832135499214
seg_016913,3.4703552787855787
seg_016cdb,5.101187268092838
seg_017314,6.5520616163579
seg_01a8dc,4.149638475275184
seg_01c775,8.357309530033117
seg_01ecb0,3.4441368200526554
seg_02042f,2.412402902392316
seg_025e78,4.964747573255655
seg_032822,4.118128831223115
seg_0339ca,5.680594827137878
seg_037461,3.822874585002438
seg_038879,7.348427637012094
seg_03d386,2.1807232142358624
seg_03d63e,4.21202557563761
seg_03d680,9.323987939714767
seg_03f380,3.1433539654114067
seg_0445d7,6.330805485834595
seg_046c28,2.1709978790285724
seg_0488a1,5.925771780015525
seg_049957,9.390085944783799
seg_04a696,8.471046855931306
seg_04ae38,4.307821976660284
seg_04b87a,8.868532182304666
seg_04cceb,8.503674353734679
seg_04ee93,7.812720006316759
seg_04fd93,6.237369504849142
seg_0536c9,3.715441764907833
seg_055127,6.447327879710239
seg_05a1b0,4.39625760928858
seg_05a4ad,6.454798077088195
seg_05b66a,8.883006491630645
seg_05bef4,2.65282172660909
seg_05e0d7,4.8881706330080394
seg_05f126,9.196974615932156
seg_05f9d6,6.993304567123527
seg_060ce4,2.3139038749592182
seg_061a33,8.786590458702344
seg_0620e6,7.074645001932626
seg_063865,7.166234503797915
seg_065588,4.127200256286539
seg_06893f,2.487042736168876
seg_06b8c9,4.744259605969839
seg_06bbc5,3.5246630555624536
seg_06d4a2,3.281060219981827
seg_06d7ba,2.6699388932959316
seg_070bb0,2.400939534738359
seg_071067,2.53997527235417
seg_073696,9.675854906960783
seg_075340,4.80648640363137
seg_075f77,2.926408524023218
seg_0775a7,3.087242987631055
seg_077b7e,4.644817257911972
