seg_id,time_to_failure
seg_00030f,3.112599446678721
seg_0012b5,4.00329278889072
seg_00184e,5.9293261946952045
seg_003339,9.606203968041488
seg_0042cc,7.260945424379415
seg_004314,1.7819488851703693
seg_004cd2,8.444119222472008
seg_004ee5,3.7414716781784874
seg_004f1f,3.648873411453625
seg_00648a,2.5046117355887336
seg_006e4a,2.3070389379500584
seg_007a37,3.6998879272799727
seg_00a37e,4.2871158670466905
seg_00be11,2.507492737421571
seg_00c35b,7.40674608996505
seg_00cc91,4.1390274696248675
seg_00e5f7,5.376462926405668
seg_00f3b9,1.8936926044890883
seg_010eab,6.6282131719441075
seg_0125d9,4.128776282118368
seg_0144cb,4.492783599885024
seg_0165c6,9.308412390424674
seg_016913,2.8414834947131764
seg_016cdb,4.190844292007901
seg_017314,5.569176039558494
seg_01a8dc,3.6186478975330427
seg_01c775,6.6698270324586435
seg_01ecb0,2.8475524941779238
seg_02042f,2.332321152141647
seg_025e78,5.020536564972177
seg_032822,3.495222591442899
seg_0339ca,4.122155370474955
seg_037461,2.7955487646151145
seg_038879,8.44567635056358
seg_03d386,1.5196696958082363
seg_03d63e,4.0572080609411305
seg_03d680,8.437530659298247
seg_03f380,3.1147374578095866
seg_0445d7,5.9414622750030865
seg_046c28,1.446567512789194
seg_0488a1,6.992483908263555
seg_049957,9.20790111609272
seg_04a696,8.910662520814896
seg_04ae38,3.909546345426368
seg_04b87a,9.22701536075357
seg_04cceb,8.04667085711515
seg_04ee93,8.103327947647301
seg_04fd93,6.9161198487710465
seg_0536c9,3.450598247127436
seg_055127,6.503597810489779
seg_05a1b0,3.3307219792667135
seg_05a4ad,6.90123563108811
seg_05b66a,7.946310856338108
seg_05bef4,2.0828636866007955
seg_05e0d7,3.6066190644924037
seg_05f126,8.41431106370373
seg_05f9d6,6.873962177586986
seg_060ce4,1.7170691656606398
seg_061a33,7.538376473043581
seg_0620e6,6.386801253102069
seg_063865,6.1994608289375535
seg_065588,3.4415407375028346
seg_06893f,2.5614254803027743
seg_06b8c9,5.083590169961352
seg_06bbc5,2.3981672384339223
seg_06d4a2,3.159625878741836
seg_06d7ba,2.771013661199885
seg_070bb0,1.7695869619224087
seg_071067,2.4555756767891976
seg_073696,9.996394103608955
seg_075340,4.400358342393918
seg_075f77,2.4874862267064635
seg_0775a7,2.54946533417706
seg_077b7e,4.268643269691861
seg_079e34,4.606198739388813
seg_07c815,3.989102642837757
seg_07cd72,4.890246856104296
seg_07f37c,3.249149623737858
seg_07f8df,4.051131587446335
seg_07fc6d,7.612705047398338
seg_086a61,8.31786375325781
seg_0870ab,4.176061730747452
seg_0879a8,8.437176326672915
seg_08b136,8.819758166107134
seg_08f441,3.217025985890688
seg_08fd5b,3.853257983583353
seg_091c9d,8.716153982270061
seg_093a0a,7.153114645052261
seg_0968f1,6.55962236700113
seg_0981f3,2.2642163119542196
seg_09dd59,7.690306090354139
seg_09ed4e,8.979503161432966
seg_09f0ff,3.658650938721094
seg_0a0fbb,9.900208656572925
seg_0a1bd0,5.558424508904006
seg_0a42ba,9.554378339734722
seg_0a45a1,2.91602808107041
seg_0a97c4,5.64121595455649
seg_0aa0fb,6.633780747294738
seg_0b07c7,5.228798108021875
seg_0b082e,7.380171742576381
seg_0b32f7,2.7923591116963937
seg_0b3b94,5.1216243084410955
seg_0b48c4,3.1588740117028054
seg_0b4b24,2.717498236312349
seg_0b54ac,3.274793123844433
seg_0b76f5,8.93257853965942
seg_0b9ad8,7.607829379871316
seg_0b9ba3,8.050910729685375
seg_0ba210,8.871134244845177
seg_0ba585,3.690505893368214
seg_0bb5fd,5.267139515652962
seg_0bc877,1.9206239523095925
seg_0be6ee,1.893412975232709
seg_0c12cc,7.4832319803223495
seg_0c1d3a,3.46585284579122
seg_0c247b,6.923424575173566
seg_0c3943,2.725268991701456
seg_0c4e31,1.837373114391434
seg_0c74cf,2.188686139933694
seg_0c8502,8.637363169234357
seg_0c89ce,6.737123390124209
seg_0c9aa8,8.586894914294867
seg_0cb81b,2.206742336249653
seg_0cca14,3.410512657555424
seg_0cdcc8,2.146925697456045
seg_0cf651,3.005298378557612
seg_0d0250,3.021252712536291
seg_0d04b9,5.22502907361493
seg_0d13a7,3.394829015344306
seg_0d434c,9.56029248616823
seg_0d540e,2.838484762141233
seg_0d663a,7.749470898239854
seg_0d6d68,4.442579809781812
seg_0d762e,6.441033108028801
seg_0d833c,6.9850670762747935
seg_0dae4b,3.0398507352258224
seg_0dc38f,2.2586147884374297
seg_0dcc40,6.6991704985150715
seg_0df469,3.082685472603133
seg_0df75c,9.034999979296797
seg_0dfe8c,4.1003979333861045
seg_0e1370,1.8606734544304575
seg_0e1fbe,5.806056676511619
seg_0e3739,3.9141937828168
seg_0e3d44,2.039969033980677
seg_0e3ed2,2.557159139353459
seg_0e4833,11.146828660795713
seg_0e7cc5,6.518801298695124
seg_0e8b79,8.595789757169706
