seg_id,seg_start,seg_end,num_peaks_1,num_peaks_2,num_peaks_3,num_peaks_4,num_peaks_5,num_peaks_6,num_peaks_7,num_peaks_8,num_peaks_9,num_peaks_10,num_peaks_11,num_peaks_12,num_peaks_13,num_peaks_14,num_peaks_15,num_peaks_16,num_peaks_17,num_peaks_18,num_peaks_19,num_peaks_20,range_-200_-195,range_-195_-190,range_-190_-185,range_-185_-180,range_-180_-175,range_-175_-170,range_-170_-165,range_-165_-160,range_-160_-155,range_-155_-150,range_-150_-145,range_-145_-140,range_-140_-135,range_-135_-130,range_-130_-125,range_-125_-120,range_-120_-115,range_-115_-110,range_-110_-105,range_-105_-100,range_-100_-95,range_-95_-90,range_-90_-85,range_-85_-80,range_-80_-75,range_-75_-70,range_-70_-65,range_-65_-60,range_-60_-55,range_-55_-50,range_-50_-45,range_-45_-40,range_-40_-35,range_-35_-30,range_-30_-25,range_-25_-20,range_-20_-15,range_-15_-10,range_-10_-5,range_-5_0,range_0_5,range_5_10,range_10_15,range_15_20,range_20_25,range_25_30,range_30_35,range_35_40,range_40_45,range_45_50,range_50_55,range_55_60,range_60_65,range_65_70,range_70_75,range_75_80,range_80_85,range_85_90,range_90_95,range_95_100,range_100_105,range_105_110,range_110_115,range_115_120,range_120_125,range_125_130,range_130_135,range_135_140,range_140_145,range_145_150,range_150_155,range_155_160,range_160_165,range_165_170,range_170_175,range_175_180,range_180_185,range_185_190,range_190_195,classic_sta_lta5_mean,classic_sta_lta6_mean,classic_sta_lta7_mean
12000.0,61673177.0,61823177.0,33301.0,20887.0,14546.0,11226.0,9256.0,7944.0,6993.0,6312.0,5763.0,5251.0,4818.0,4416.0,4042.0,3716.0,3419.0,3154.0,2959.0,2784.0,2619.0,2478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,23.0,44.0,78.0,199.0,604.0,6723.0,67444.0,67252.0,6652.0,600.0,205.0,98.0,38.0,13.0,6.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056661997757461,0.9796457123589026,0.9937951689781528
12001.0,33536021.0,33686021.0,32431.0,20226.0,13914.0,10802.0,8963.0,7754.0,6917.0,6308.0,5726.0,5266.0,4845.0,4442.0,4063.0,3739.0,3436.0,3164.0,2928.0,2734.0,2588.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,5.0,1.0,6.0,5.0,5.0,3.0,2.0,2.0,9.0,4.0,4.0,6.0,12.0,6.0,21.0,16.0,31.0,31.0,48.0,68.0,90.0,150.0,271.0,466.0,1179.0,9495.0,69826.0,59342.0,6617.0,1026.0,476.0,244.0,145.0,117.0,65.0,49.0,32.0,26.0,13.0,10.0,4.0,2.0,6.0,6.0,7.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0224261366401546,1.0627675850443432,0.9886750285912359
12002.0,43935586.0,44085586.0,31298.0,18848.0,12965.0,10193.0,8567.0,7523.0,6855.0,6319.0,5822.0,5402.0,4997.0,4617.0,4230.0,3854.0,3509.0,3243.0,3001.0,2805.0,2650.0,2516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,10.0,6.0,6.0,7.0,10.0,14.0,25.0,26.0,31.0,42.0,47.0,63.0,90.0,138.0,191.0,359.0,657.0,1837.0,11543.0,62557.0,58624.0,10244.0,1760.0,628.0,320.0,210.0,135.0,117.0,71.0,48.0,28.0,21.0,16.0,19.0,17.0,8.0,16.0,6.0,6.0,8.0,7.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0344643332216907,1.0450564392893649,0.9877557989775247
12003.0,94121751.0,94271751.0,30929.0,18779.0,12842.0,10121.0,8575.0,7621.0,6954.0,6429.0,5993.0,5622.0,5220.0,4793.0,4344.0,3981.0,3628.0,3329.0,3038.0,2834.0,2652.0,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,6.0,7.0,18.0,14.0,29.0,32.0,68.0,104.0,160.0,270.0,463.0,822.0,2144.0,12762.0,63000.0,56021.0,10226.0,1962.0,780.0,443.0,239.0,153.0,90.0,59.0,37.0,22.0,20.0,12.0,12.0,5.0,6.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0453275464098188,1.0175845988431147,0.9872941255597373
12004.0,3158245.0,3308245.0,32598.0,20293.0,14002.0,10918.0,9045.0,7847.0,6953.0,6272.0,5715.0,5199.0,4771.0,4357.0,4026.0,3731.0,3430.0,3163.0,2908.0,2738.0,2576.0,2457.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,7.0,8.0,11.0,12.0,11.0,11.0,14.0,9.0,19.0,29.0,22.0,26.0,33.0,38.0,52.0,70.0,116.0,193.0,363.0,898.0,7859.0,67691.0,63865.0,6747.0,830.0,312.0,179.0,117.0,75.0,57.0,47.0,40.0,22.0,31.0,23.0,19.0,28.0,20.0,10.0,8.0,7.0,5.0,5.0,4.0,2.0,7.0,6.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0139556531627631,0.9946038665637865,0.9902947011458593
12005.0,18377637.0,18527637.0,31531.0,19183.0,13091.0,10227.0,8620.0,7627.0,6921.0,6340.0,5870.0,5446.0,5052.0,4639.0,4249.0,3847.0,3505.0,3248.0,2997.0,2811.0,2666.0,2536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,4.0,3.0,5.0,6.0,12.0,19.0,13.0,24.0,37.0,40.0,70.0,110.0,188.0,300.0,645.0,1717.0,10305.0,60672.0,61738.0,10792.0,1757.0,676.0,313.0,184.0,108.0,61.0,49.0,25.0,27.0,23.0,13.0,6.0,12.0,8.0,4.0,10.0,4.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0224505144224654,1.030979409453634,0.9889222689756609
12006.0,64912898.0,65062898.0,33044.0,20785.0,14353.0,11153.0,9211.0,7951.0,7002.0,6300.0,5713.0,5234.0,4786.0,4382.0,4018.0,3702.0,3391.0,3179.0,2953.0,2800.0,2648.0,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,8.0,10.0,16.0,18.0,37.0,77.0,151.0,338.0,767.0,8036.0,70597.0,62635.0,5963.0,720.0,268.0,121.0,79.0,50.0,30.0,18.0,4.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0134190324053365,0.9931132812872021,0.9918185075509333
12007.0,52164547.0,52314547.0,30659.0,18594.0,12771.0,10122.0,8550.0,7652.0,6963.0,6439.0,6014.0,5606.0,5199.0,4800.0,4397.0,4036.0,3666.0,3335.0,3063.0,2845.0,2640.0,2504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,5.0,4.0,2.0,6.0,4.0,5.0,4.0,18.0,14.0,16.0,14.0,29.0,32.0,45.0,68.0,83.0,115.0,199.0,284.0,500.0,980.0,2238.0,11670.0,58916.0,58559.0,11554.0,2195.0,949.0,528.0,315.0,179.0,118.0,95.0,61.0,36.0,36.0,16.0,16.0,17.0,13.0,6.0,5.0,5.0,5.0,2.0,7.0,4.0,4.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.038246400686755,1.0504768802641056,0.9884570789025963
12008.0,57192270.0,57342270.0,30806.0,18602.0,12709.0,10050.0,8508.0,7527.0,6868.0,6358.0,5887.0,5455.0,5048.0,4635.0,4231.0,3887.0,3546.0,3275.0,3015.0,2835.0,2687.0,2544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,6.0,6.0,10.0,8.0,16.0,19.0,24.0,26.0,35.0,48.0,52.0,65.0,58.0,93.0,149.0,244.0,436.0,827.0,2268.0,11564.0,59026.0,58561.0,11828.0,2395.0,903.0,437.0,246.0,169.0,104.0,72.0,52.0,50.0,26.0,28.0,22.0,17.0,14.0,22.0,10.0,7.0,9.0,4.0,3.0,5.0,3.0,8.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0350194379693671,1.0364702139949569,0.986107790826484
12009.0,39985139.0,40135139.0,31464.0,19123.0,13162.0,10268.0,8641.0,7606.0,6884.0,6304.0,5852.0,5439.0,5030.0,4576.0,4192.0,3847.0,3506.0,3251.0,3019.0,2819.0,2676.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,5.0,9.0,10.0,19.0,32.0,45.0,78.0,109.0,170.0,271.0,447.0,892.0,1958.0,11430.0,63016.0,57925.0,9726.0,1870.0,790.0,440.0,246.0,171.0,122.0,77.0,47.0,26.0,16.0,12.0,10.0,6.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0485800306531214,1.0613553015056265,0.989072160574158
